8.23165 1587.46524
9.42752 1275.36297
9.94072 1129.31969
11.30425 1000.00000
11.81805 864.21086
13.09715 746.86041
13.35345 711.39806
13.69419 694.30341
14.71460 694.30341
15.22839 600.02454
16.59073 557.80047
17.10513 470.47355
18.46627 459.16823
18.98067 387.28276
20.00228 368.89384
20.51188 377.97649
22.56228 256.12425
23.75934 195.99885
24.43961 195.99885
25.46362 169.38433
25.97562 157.46466
27.34275 120.49969
28.02661 104.13714
29.05481 75.90698
29.73807 67.21478
30.93334 55.32963
31.62020 42.34095
33.33285 26.03113
35.22157 12.54849
36.93063 8.92697
38.82952 2.84594
40.55536 1.02462
42.43089 0.84344
44.11301 1.79276
45.80351 2.71081
47.49102 4.62906
49.36057 4.85981
51.23730 3.81053
52.92242 7.17189
54.79436 6.83136
56.33096 5.35640
58.03643 4.40926
59.91197 3.62960
61.60427 5.10207
